code,food_group,reference,food_item_name,moisture_g,energy_kcal,energy_kj,nitrogen_g,protein_g,fat_g,safa_g,mufa_g,pufa_g,cholesterol_mg,carbohydrate_total_g,carbohydrate_available_g,total_sugar_g,added_sugar_g,fiber_g,starch_g,ash_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,manganese_mcg,iodine_mcg,selenium_mcg,vitamin_a_rae_mcg,vitamin_a_re_mcg,thiamin_mg,riboflavin_mg,niacin_mg,vitamin_b6_mg,folate_mcg,vitamin_b12_mcg,pantothenate_mg,biotin_mcg,vitamin_c_mg,vitamin_d_mcg,vitamin_e_mg,phytate_mg,data_quality_flags
MW01_0001,Staples,R06,"African cake, (Chikondamoyo/ Chigumu cha nthochi ndi dzira)",49.0,215,911,0.91,5.7,3.0,,,,,41.4,38.2,,0.00,3.2,,0.8,15,1.8,54,23,292,12,0.88,0.13,323,0.42,0.0,5,,0.19,0.08,0.8,0.292,15,0.1,,,4,,0.72,,
MW01_0002,Staples,R07,"Banana fritters, (Zitumbuwa)",54.8,189,800,0.51,3.2,2.5,0.12,0.23,0.79,,38.5,35.6,,1.79,2.9,,1.0,11,1.0,46,24,377,4,0.51,0.11,665,,,3,0,0.10,0.06,0.8,0.356,12,,,,7,0.00,1.10,,added_sugar_g:low_confidence;vitamin_d_mcg:assumed
MW01_0003,Staples,R44,"Bread, wheat, brown, homemade (Buledi wa bulawuni)",11.2,362,1531,1.72,10.7,6.2,1.71,0.93,0.52,0,65.9,63.2,,2.75,2.7,,0.8,13,4.3,36,134,198,34,0.30,0.04,42,0.18,0.0,35,0,0.39,0.19,1.9,0.181,56,0.0,0.10,1.1,,,0.55,,cholesterol_mg:assumed;added_sugar_g:low_confidence
MW01_0004,Staples,2,"Bread, wheat, white, commercial, (Buledi woyera)",35.6,256,1086,1.36,8.5,1.5,,,,,52.1,48.9,,,3.2,,2.3,55,1.2,29,102,137,2000,0.99,0.30,455,,,,,0.15,0.04,1.2,0.071,30,0.0,0.31,,,,,,moisture_g:low_confidence;fiber_g:low_confidence;ash_g:low_confidence
MW01_0005,Staples,8,"Bread, wheat, white, homemade, (Buledi woyera)",37.2,270,1141,1.65,10.4,4.6,,,,,46.9,46.5,,,0.4,,1.4,28,1.2,23,92,116,541,0.59,0.16,,,,0,,0.52,0.05,1.5,0.059,29,0.0,,,0,0.00,0.00,,
MW01_0006,Staples,R30,"Cake, banana, (Keke ya nthochi)",32.8,335,1405,0.85,5.1,13.9,6.16,3.35,2.00,,47.3,45.9,,12.88,1.3,,0.9,15,0.8,18,67,186,133,0.46,0.07,483,,,126,,0.25,0.34,2.9,0.445,40,0.4,0.14,0.3,3,,1.66,,added_sugar_g:low_confidence
MW01_0007,Staples,R65,"Cake, plain, (Keke)",39.6,293,1233,0.94,5.6,10.9,4.17,2.26,1.42,,43.2,42.5,,10.00,0.7,,0.7,59,0.7,12,87,105,113,0.50,0.06,228,,,109,,0.18,0.28,2.3,0.224,30,0.3,0.17,0.4,0,,1.05,,added_sugar_g:low_confidence
MW01_0008,Staples,R17,"Cassava stew, with pigeon pea, (Chinangwa chophika ndi nandolo)",89.9,40,170,0.20,1.3,0.1,,0.00,,0,8.5,7.8,,0.00,0.7,,0.3,30,0.7,18,21,71,16,0.34,0.18,66,0.28,0.4,2,,0.04,0.02,0.2,0.025,18,0.0,0.00,,3,0.00,0.06,,mufa_g:assumed;cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0009,Staples,R16,"Cassava thick porridge, (Nsima ya kondowole)",84.2,64,271,0.06,0.4,0.4,,0.00,,0,14.8,14.1,,0.00,0.7,,0.3,30,0.1,12,19,101,5,0.14,0.04,,1.77,0.0,,,0.01,0.02,0.2,0.028,6,0.0,,,1,0.00,,,mufa_g:assumed;cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0010,Staples,9,"Cassava, tuber, boiled, (Chinangwa chophika)",63.0,146,619,0.17,1.1,0.3,,0.00,,0,34.8,33.1,,0.00,1.7,,0.9,26,0.6,22,43,263,7,0.60,0.20,280,,,1,,0.03,0.04,0.4,0.062,14,0.0,,,19,0.00,0.18,,mufa_g:assumed;cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed
MW01_0011,Staples,10,"Cassava, tuber, raw, (Chinangwa chachiwisi)",59.7,160,678,0.20,1.2,0.3,,0.00,,0,38.0,36.2,,0.00,1.8,,1.0,77,1.5,81,48,275,14,1.13,0.40,,,1.0,1,,0.04,0.05,0.7,0.091,24,0.0,,,30,0.00,0.19,,mufa_g:assumed;cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed
MW01_0012,Staples,WA,"Cocoyam, tuber, boiled, (Masimbi/ koko wowilitsa)",63.2,145,614,0.40,2.5,0.2,,0.00,,0,33.2,28.9,,0.00,4.3,,1.3,11,0.6,12,57,384,6,0.36,0.15,,,,,,0.10,0.03,0.8,0.240,22,0.0,,,8,0.00,2.40,,mufa_g:assumed
MW01_0013,Staples,WA,"Cocoyam, tuber, raw, (Masimbi/ koko)",64.7,137,584,0.38,2.4,0.2,,,,0,31.5,27.4,,0.00,4.1,,1.2,11,0.6,13,58,457,7,1.38,0.16,,,,,,0.10,0.03,0.8,0.240,22,0.0,,,8,0.00,2.40,,
MW01_0014,Staples,R05,Doughnuts (Mandasi),49.0,211,892,1.08,6.8,3.8,,,,,37.5,37.0,,8.29,0.5,,0.6,58,2.0,15,97,128,38,0.25,,,,,24,,0.12,0.14,0.4,0.047,11,0.3,,,0,,0.05,,added_sugar_g:low_confidence
MW01_0015,Staples,R28,"Dumplings, (Dampuling'i)",39.8,294,1233,1.53,9.6,12.9,0.92,1.72,4.94,,34.8,33.1,,0.00,1.7,,0.8,47,2.7,31,169,155,51,0.79,0.04,449,,,28,1,0.20,0.19,0.4,0.057,20,43.3,0.15,2.4,0,,3.03,,added_sugar_g:assumed
MW01_0016,Staples,10,"Finger millet, grain, raw, (Mawere)",8.7,378,1602,1.80,11.3,4.2,,,,0,73.8,64.7,,0.00,9.1,,2.1,380,15.2,161,321,393,20,2.02,0.93,,,6.0,0,,0.31,0.13,1.8,0.754,30,0.0,0.00,,0,0.00,0.05,,cholesterol_mg:assumed;added_sugar_g:assumed
MW01_0017,Staples,11,"Flour, cassava, raw, (Ufa wa kondowole)",14.0,348,1475,0.32,2.0,2.0,,,,0,80.5,76.7,,0.00,3.8,,1.6,136,0.5,44,101,578,30,0.73,0.22,,,,,,0.07,0.11,1.2,0.167,46,0.0,,,4,0.00,,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_d_mcg:assumed
MW01_0018,Staples,4,"Flour, maize, white, degermed- dehulled, unfortified, raw, (Ufa wa galamilu)",12.2,367,1555,1.76,11.0,3.9,,,,0,71.9,71.7,,0.00,0.2,,1.0,4,1.0,31,90,140,2,0.50,0.11,,,,0,,0.13,0.04,0.8,0.078,10,0.0,,,0,0.00,0.41,,cholesterol_mg:assumed;added_sugar_g:assumed
MW01_0019,Staples,6,"Flour, maize, white, whole, unfortified, raw, (Ufa wa mgaiwa )",12.3,374,1584,1.66,10.4,5.5,,,,0,70.8,65.5,,0.00,5.3,,1.0,18,3.8,92,2,312,11,1.71,0.23,,,,0,,0.5,0.12,1.4,0.367,25,0.0,,,0,0.00,1.29,,cholesterol_mg:assumed;added_sugar_g:assumed
MW01_0020,Staples,9,"Flour, maize, white, degermed- dehulled, fermented, unfortified, raw, (Ufa woyera)",10.0,372,1575,1.24,7.7,3.0,,,,0,78.5,72.9,,0.00,5.6,,0.8,3,1.2,21,102,99,0,0.80,0.10,140,,,0,,0.39,0.05,1.6,0.377,30,0.0,,,0,0.00,0.50,,cholesterol_mg:assumed;added_sugar_g:assumed
MW01_0021,Staples,6,"Flour, maize-soy, commercial, raw, (Ufa wosakaniza chimanga ndi soya/ ufa wa likuni phala)",6.6,403,1703,2.26,14.2,8.2,,,,0,68.2,62.4,,0.00,5.9,,2.9,,,,,,,,,,,,,,,,,,,0.0,,,,0.00,,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0022,Staples,9,"Flour, sorghum, degermed, raw, Sorghum bicolor, (Ufa wa mapira)",9.0,365,1550,1.70,10.6,1.7,,,,0,76.8,72.0,,0.00,4.8,,1.9,7,3.9,122,224,315,14,1.20,0.23,780,,,0,,0.18,0.12,1.4,0.256,26,0.0,,,0,0.00,0.27,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_d_mcg:assumed
MW01_0023,Staples,ZA,"Flour, wheat, cake (Ufa wa tirigu wama keke)",12.5,353,1499,1.44,8.2,0.9,0.13,0.07,0.38,0,78.0,76.3,,0.00,1.7,,0.4,14,1.2,16,85,105,2,0.62,0.14,634,,,,0,0.12,0.04,1.3,0.033,26,0.00,0.46,1.0,0,0.00,0.06,,added_sugar_g:assumed
MW01_0024,Staples,8,"{(Flour, wheat, white, unfortified, raw, (Ufa wa tirigu)}*",10.8,346,1467,1.81,11.3,3.0,,,,0,68.4,67.2,,0.00,1.2,,0.6,13,4.5,22,109,169,2,,,,,,0,,0.33,0.11,0.9,0.081,26,0.0,,,0,0.00,0.06,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_d_mcg:assumed
MW01_0025,Staples,R19,"French fries/chips, (Chipisi)",44.8,307,1275,0.37,3.3,23.5,2.45,4.55,15.40,0,20.6,18.3,,0.00,2.2,,0.8,8,1.0,20,61,445,3,0.41,0.17,187,,,,1,0.18,0.01,1.9,0.287,3,0.0,0.44,0.0,16,0.00,9.68,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0026,Staples,R71,"Macaroni/Spaghetti, unenriched, cooked",69.4,124,526,0.70,4.4,0.5,0.09,0.06,0.19,0,25.4,24.3,0.91,,1.1,21.24,0.3,8,0.4,18,64,72,2,0.48,0.10,281,0.21,21.5,0,0,0.02,0.02,0.5,0.043,0,0.0,0.13,0.00,0,0.00,0.04,,
MW01_0027,Staples,USDA,"Macaroni/Spaghetti, wholewheat, cooked",67.2,132,562,0.85,5.3,0.5,0.10,0.08,0.21,0,26.5,22.0,,,4.5,,0.4,15,1.1,30,89,44,3,0.81,0.17,1379,,,0,0,0.11,0.05,0.7,0.079,0,0.0,0.42,,0,0.00,0.30,,
MW01_0028,Staples,R21,"Maize and soya thick porridge, (Nsima ya ufa wa chimanga ndi soya)",78.5,93,394,0.57,3.6,1.7,,,,0,16.0,14.6,,0.00,1.4,,0.3,13,0.5,18,46,135,1,0.21,0.25,164,1.69,0.0,,0,0.08,0.02,0.4,0.090,21,0.0,0.08,,0,0.00,0.09,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0029,Staples,R39,"Maize flour snack, fried, (Kadyaubwerere/Mbajira)",65.1,149,629,0.63,3.9,2.1,,,,0,28.5,26.5,,1.74,2.0,,0.4,10,1.4,37,1,112,4,0.65,0.09,,1.12,0.0,0,,0.15,0.04,0.5,0.125,7,0.0,0.00,0.0,0,0.00,0.49,,cholesterol_mg:assumed;added_sugar_g:low_confidence;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0030,Staples,R02,"Maize soft porridge, whole flour, with groundnut flour (Phala la mgaiwa lothila nsinjilo)",82.2,85,357,0.45,2.8,3.0,,,,0,11.6,10.5,,0.00,1.1,,0.3,25,0.7,24,29,94,11,0.40,0.06,34,1.08,0.0,6,,0.08,0.04,0.5,0.073,6,0.0,,,0,0.00,0.58,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0031,Staples,R18,"Maize thick porridge, degermed- dehulled flour, (Nsima ya galamilu)",82.7,72,306,0.35,2.2,0.8,,,,0,14.2,14.1,,0.00,0.0,,0.2,5,0.2,10,18,26,0,0.10,0.02,,1.75,0.0,0,,0.02,0.01,0.1,0.014,1,0.0,,,0,0.00,0.08,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0032,Staples,R15,"Maize thick porridge, refined flour, (Nsima ya ufa oyera)",79.3,85,362,0.28,1.8,0.7,,,,0,18.0,16.7,,0.00,1.3,,0.2,5,0.3,8,23,22,,0.18,0.02,29,1.70,0.0,,,0.07,0.01,0.3,0.078,5,0.0,,,0,0.00,0.11,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0033,Staples,4,"Maize thick porridge, white, whole flour, (Nsima ya mgaiwa)",76.5,130,542,0.45,2.8,7.1,,,,0,13.7,13.1,,0.00,0.6,,0.5,,,,,,,,,,,,,,,,,,,0.0,,,,,,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed
MW01_0034,Staples,R01,"Maize thick porridge, white, whole flour, (Nsima ya mgaiwa), Calculated",79.9,86,364,0.38,2.4,1.3,,,,0,16.3,15.0,,0.00,1.2,,0.2,8,0.9,25,0,68,3,0.39,0.05,,1.70,0.0,0,0,0.09,0.02,0.3,0.076,4,0.0,0.00,,0,0.00,0.30,0.00,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0035,Staples,9,"Maize, bran, Zea mays, (Deya/Gaga)",10.0,381,1611,1.87,11.7,7.2,,,,0,67.5,64.1,,0.00,3.4,,3.7,9,2.4,186,508,531,18,3.70,0.30,610,,,4,,0.01,0.09,2.6,0.144,4,0.0,,,128,0.00,0.40,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_d_mcg:assumed
MW01_0036,Staples,7,"Maize, grain, orange, raw, Zea mays, (Mthikinya)",13.5,364,1541,1.05,9.6,5.2,,,,0,69.7,59.1,,0.00,10.5,,1.6,10,3.0,123,241,346,11,2.30,0.20,700,,,1,,0.50,0.12,2.2,0.300,33,0.0,0.54,6.1,,0.00,1.30,,cholesterol_mg:assumed;added_sugar_g:assumed
MW01_0037,Staples,10,"Maize, grain, white, raw, (Chimanga choyera)",10.9,370,1568,1.48,9.3,4.1,,,,0,74.0,64.3,,0.00,9.8,,1.8,4,1.8,95,247,312,11,1.91,0.21,,,2.9,,0,0.35,0.10,2.1,0.201,26,0.0,,,0,0.00,1.31,,cholesterol_mg:assumed;added_sugar_g:assumed
MW01_0038,Staples,14,"Maize, grain, white, raw, Se fertilizer applied, (Chimanga choyera)",15.0,352,1490,1.41,8.8,3.9,,,,0,70.3,61.0,,0.00,9.3,,1.7,1,2.2,112,236,381,11,1.80,0.30,,,11.3,,0,0.34,0.10,2.0,0.192,25,0.0,,,0,0.00,1.25,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0039,Staples,7,"Maize, grain, white, raw, Zea mays, (Chimanga choyera)",13.4,335,1423,1.46,9.1,1.9,,,,0,70.5,59.9,,0.00,10.6,,1.6,10,3.0,123,241,346,11,2.30,0.20,700,,,0,,0.50,0.12,2.2,0.300,33,0.0,0.54,6.1,0,0.00,1.30,,cholesterol_mg:assumed;added_sugar_g:assumed
MW01_0040,Staples,9,"Maize, green, boiled, (Dowe wowilitsa/Chimanga chachiwisi chopika)",68.0,133,564,0.52,3.3,1.5,,,,0,26.6,23.1,,0.00,3.5,,0.7,7,1.1,49,106,141,3,0.80,0.10,130,,,0,,0.08,0.03,0.6,0.047,7,0.0,,,0,0.00,0.47,,cholesterol_mg:assumed;added_sugar_g:assumed
MW01_0041,Staples,R22,"Milk scones, (Sikono ya mkaka)",47.0,224,948,1.12,7.0,4.6,,,,,38.8,38.4,,13.75,0.4,,0.7,72,1.8,15,109,137,51,0.36,,,,,32,,0.11,0.17,0.3,0.045,13,0.3,,,0,,0.06,,added_sugar_g:low_confidence
MW01_0042,Staples,ZA,"Oats, cooked, (Maotsi ophika)",85.3,66,279,0.27,1.7,1.6,0.29,0.51,0.59,0,11.2,9.6,,0.00,1.6,,0.2,8,0.7,24,77,57,2,0.50,0.06,590,,,,2,0.12,0.02,0.1,0.019,5,0.0,0.20,3.2,0,0.00,0.24,,added_sugar_g:assumed
MW01_0043,Staples,ZA,"Oats, raw, (Maotsi)",5.6,424,1787,1.71,10.7,10.4,1.83,3.27,3.80,0,71.8,61.6,,0.00,10.2,,1.1,54,4.4,153,491,362,12,3.18,0.36,3760,,,,10,0.76,0.14,0.8,0.124,33,0.0,1.29,20.7,0,0.00,1.56,,added_sugar_g:assumed
MW01_0044,Staples,R29,"Pancakes, wheat flour and maize flour, (Mandasi a ufa wachimanga ndi tiligu)",67.2,149,627,0.83,5.2,4.9,0.59,0.32,0.18,,21.1,20.4,,,0.7,,0.6,64,1.1,13,89,111,54,0.36,0.01,11,0.4,0.0,39,,0.11,0.16,0.6,0.093,13,0.3,,,0,,0.23,,
MW01_0045,Staples,R66,"Plantain and bean casserole, (Mbalagha za nyemba)",77.3,89,376,0.21,1.3,1.8,0.18,0.35,1.17,0,16.8,15.9,,0.00,0.9,,0.6,88,2.0,37,28,132,4,0.83,0.52,28,0.16,1.7,18,0,0.03,0.02,0.3,0.111,7,0.0,0.00,0.0,6,0.00,0.89,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0046,Staples,R10,"Plantain and beef casserole, (Mbalagha za nyama ya ng’ombe)",71.9,106,448,0.89,5.5,2.0,0.17,0.31,1.06,,16.4,16.0,,0.00,0.4,,0.9,120,4.4,29,62,220,15,1.30,0.84,0,0.19,2.5,26,0,0.04,0.07,1.7,0.146,8,0.2,0.00,,8,0.07,0.94,0.05,added_sugar_g:assumed
MW01_0047,Staples,R24,"Plantain and fish casserole, (Mbalagha za usipa)",62.1,140,593,1.88,11.8,1.6,,,,,19.5,19.3,,0.00,0.3,,2.0,291,2.5,50,285,316,41,4.57,0.44,157,0.16,1.1,35,,0.04,0.14,5.6,0.643,8,4.9,0.00,,7,0.00,0.58,,added_sugar_g:assumed;vitamin_d_mcg:assumed
MW01_0048,Staples,31,"Plantain, green, boiled, Musa paradisiaca, (Matochi)",63.1,124,528,0.20,1.3,0.0,,,,0,29.8,29.6,,0.00,0.2,,0.9,6,0.8,31,29,156,3,0.10,0.07,,,,38,,0.05,0.04,0.5,0.204,13,0.0,,,12,0.00,0.18,,cholesterol_mg:assumed
MW01_0049,Staples,R31,Potato pie,71.8,139,583,0.37,2.7,8.2,3.60,1.95,1.12,,13.7,12.7,,0.00,1.0,,0.7,60,1.0,28,53,221,83,0.56,0.16,68,,0.3,85,,0.20,0.20,2.3,0.298,14,0.1,0.16,,6,,0.92,,added_sugar_g:assumed
MW01_0050,Staples,30,"Potato, local variety, raw, (Mbatata ya kachewere)",77.8,68,287,0.26,2.3,0.1,0.03,0.00,0.04,0,14.4,12.8,,0.00,1.6,,0.6,6,0.7,14,42,327,2,0.29,0.12,145,,,,0,0.16,0.01,1.4,0.211,3,0.0,0.34,0.0,14,0.00,0.06,,added_sugar_g:assumed
MW01_0051,Staples,R50,"Pumpkin fritters, (Mandasi a maungu)",69.7,154,644,0.60,3.8,7.6,0.62,1.18,3.98,,17.5,16.2,,3.78,1.3,,1.4,36,2.1,30,66,311,23,0.32,0.09,23,,,146,0,0.08,0.08,0.6,0.120,11,0.2,,,5,,4.24,,added_sugar_g:low_confidence
MW01_0052,Staples,R03,"Rice porridge, (Phala la mpunga)",89.9,42,180,0.12,0.8,0.5,0.11,0.00,0.03,,8.8,8.7,,0.00,0.1,,0.1,8,0.0,20,36,25,10,0.19,0.06,77,0.53,0.0,4,,0.02,0.01,0.1,0.023,1,0.0,,,0,0.00,0.04,,added_sugar_g:assumed;vitamin_d_mcg:assumed
MW01_0053,Staples,R42,Rice pudding,90.4,50,209,0.23,1.5,2.6,0.38,0.20,0.12,,5.1,5.1,,1.36,0.0,,0.3,55,0.1,9,48,66,37,0.21,0.01,14,,,28,,0.02,0.09,0.2,0.034,4,0.1,,,0,0.00,0.13,,added_sugar_g:low_confidence;vitamin_d_mcg:assumed
MW01_0054,Staples,R43,Rice pudding with eggs,74.2,129,542,0.96,6.0,5.9,,,,,13.1,13.0,,4.23,0.1,,0.8,96,0.6,22,138,135,84,0.70,0.04,49,,,50,,0.05,0.22,0.1,0.042,13,0.6,,,0.46,,0.06,,added_sugar_g:low_confidence
MW01_0055,Staples,5,"Rice, brown, raw, Oryza sativa, (Mpunga wa bulawuni)",12.4,357,1513,1.24,7.8,2.2,,,,0,76.4,73.4,,0.00,3.0,,1.3,7,3.2,114,276,248,6,1.88,0.55,2010,0.70,4.1,,,0.38,0.07,5.0,0.507,40,0.0,,,0,0.00,0.60,558,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_d_mcg:assumed
MW01_0056,Staples,40,"Rice, soaked, (Mpunga woviika)",80.1,80,338,0.20,1.3,0.1,,,,0,18.4,18.1,,1.31,0.2,,0.1,3,0.1,37,67,37,9,0.34,0.13,138,0.42,0.0,0,,0.03,0.01,0.0,0.033,1,0.0,0.00,0.0,,0.00,0.02,,cholesterol_mg:assumed;added_sugar_g:low_confidence;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0057,Staples,R37,"Rice, white, cooked, (Mpunga woyera wophika)",85.1,60,253,0.16,1.0,0.1,,,,0,13.7,13.5,,0.00,0.2,,0.1,3,0.1,30,51,30,7,0.27,0.10,123,0.51,0.0,,0,0.02,0.00,0.0,0.025,1,0.0,0.00,0.00,,0.00,0.02,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;biotin_mcg:assumed;vitamin_d_mcg:assumed
MW01_0058,Staples,9,"Rice, white, raw, Oryza sativa, (Mpunga woyera)",13.0,348,1479,0.95,6.0,0.5,,,,0,80.0,78.9,,0.00,1.1,,0.6,8,0.4,169,314,183,43,1.60,0.60,720,,,0,,0.15,0.03,0.2,0.156,8,0.0,,,0,0.00,0.11,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0059,Staples,R20,"Samoosa, dough, raw",35.7,309,1298,1.06,6.6,13.5,1.21,2.29,7.73,0,40.3,39.6,,0.00,0.7,,0.4,9,2.7,14,64,94,1,,,,0.45,0.0,0,0,0.20,0.07,0.4,0.048,12,0.0,,,0,0.00,4.87,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0060,Staples,10,"Sorghum, wholegrain, raw, Sorghum bicolor, (Mapira)",12.4,358,1516,1.65,10.3,3.2,,,,0,71.8,62.0,,0.00,9.7,,2.4,17,11.0,175,292,371,14,2.03,0.50,,,15.2,1,,0.35,0.16,3.2,0.246,29,0.0,,,0,0.00,1.08,,cholesterol_mg:assumed;added_sugar_g:assumed
MW01_0061,Staples,R57,"Steamed maize & banana snack, (Mkate)",51.0,220,928,0.86,5.4,5.7,,,,0,36.9,33.0,,0.00,3.9,,1.0,17,0.9,46,90,362,4,0.62,0.17,631,,,2,0,0.17,0.05,1.7,0.365,23,0.0,0.01,0.2,8,0.00,1.54,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0062,Staples,R32,"Sweet potato fritters, (Zitumbuwa za mbatata)",61.7,198,827,0.83,5.2,11.6,4.51,2.45,1.39,,18.3,16.3,,0.00,2.0,,0.9,29,1.1,13,87,198,120,0.62,,,,,623,,0.20,0.32,2.5,0.368,36,0.5,,,17,,1.27,,added_sugar_g:assumed
MW01_0063,Staples,29,"Sweet potato, orange fleshed, raw, (Mbatata yofiila mkati)",76.6,81,343,0.29,1.8,0.1,,,,0,18.1,15.4,,0.00,2.7,,0.7,26,0.5,14,46,243,10,0.49,,,,,926,,0.03,0.05,1.0,0.204,11,0.0,,,30,0.00,0.25,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_d_mcg:assumed
MW01_0064,Staples,R68,"Sweet potato, orange fleshed, with milk, (Mbatata yofiila mkati yothira mkaka)",86.6,57,239,0.27,1.7,1.8,,,,,8.4,7.2,,0.00,1.2,,0.5,36,0.2,12,42,128,25,0.31,0.01,31,0.60,0.1,354,,0.02,0.05,0.6,0.091,5,0.1,0.02,,10,,0.28,,added_sugar_g:assumed
MW01_0065,Staples,10,"Sweet potato, white-fleshed, raw, Ipomoea batatas, (Mbatata zoyera mkati)",77.3,89,379,0.18,1.1,0.1,,,,0,20.9,18.7,,0.00,2.2,,0.7,17,1.0,81,38,337,15,0.82,1.24,,,1.0,2,,0.07,0.03,0.4,0.199,38,0.0,,,16,0.00,0.13,,cholesterol_mg:assumed;added_sugar_g:assumed
MW01_0066,Staples,9,"Sweet potato, white-fleshed, without skin, boiled, Ipomoea yowilitsa) batatas, (Mbatata yoyera mkati",76.0,97,411,0.21,1.3,0.1,,,,0,22.5,19.9,,0.00,2.6,,0.5,19,0.4,11,38,302,10,0.20,0.20,120,,,,4,0.07,0.01,0.7,0.092,8,0.0,0.51,6.1,9,0.00,0.29,,cholesterol_mg:assumed;added_sugar_g:assumed
MW01_0067,Staples,R08,"Sweet potatoes, boiled, with groundnut flour, (Futali wa mbatata yakholowa)",78.2,95,399,0.49,3.1,3.4,,,,0,13.1,10.6,,0.00,2.4,,0.6,24,0.6,23,63,214,8,0.52,0.06,69,0.44,0.0,564,,0.08,0.04,1.3,0.165,13,0.0,0.00,,15,0.00,0.95,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0068,Staples,1,"Tuber, wild water lily, freeze dried, boiled, Nymphaea Petersiana, (Nyika)",0.7,395,1676,1.28,8.0,1.0,,,,0,88.4,75.4,,0.00,13.0,,1.9,138,2.0,,225,,,2.10,,,,,,,,,,,,0.0,,,,0.00,,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0069,Staples,1,"Tuber, wild water lily, sun dried, raw, Nymphaea Petersiana, (Nyika)",10.8,352,1494,1.30,8.1,0.9,,,,0,77.8,63.8,,0.00,12.0,,2.4,95,10.0,,288,,,2.50,,,,,,,,,,,,0.0,,,,0.00,,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
MW01_0070,Staples,ZA,"Wheat, bran, selected (Deya wa tiligu)",14.0,350,1482,2.71,15.5,5.1,,,,0,60.6,23.7,,0.00,36.9,,4.8,27,6.9,355,859,1115,18,6.90,0.86,951,,,,0,2.88,0.73,13.7,0.860,1030,0.0,2.20,24.2,,0.00,1.91,,vitamin_d_mcg:assumed
MW02_0001,Legume,R12,"Bean and groundnut stew, (Ndawva)",89.1,54,226,0.44,2.7,2.3,,,,0,5.5,3.3,,0.00,2.1,,0.4,36,1.0,21,41,104,2,0.52,0.23,92,0.47,1.4,2,,0.06,0.02,0.6,0.048,23,0.0,0.00,,1,0.00,0.58,,cholesterol_mg:assumed;added_sugar_g:assumed;vitamin_b12_mcg:assumed;vitamin_d_mcg:assumed
